STATEFP,COUNTYFP,TRACTCE,PUMA5CE
08,005,084000,00809
08,005,084500,00809
08,005,084700,00809
08,005,007201,00810
08,005,007202,00810
08,005,007301,00810
08,005,007302,00810
08,005,007400,00810
08,005,007500,00810
08,005,007600,00810
08,005,007702,00810
08,005,007703,00810
08,005,007704,00810
08,005,080000,00810
08,005,080100,00810
08,005,080200,00810
08,005,080300,00810
08,005,080400,00810
08,005,080500,00810
08,005,080600,00810
08,005,080700,00810
08,005,080800,00810
08,005,080900,00810
08,005,087000,00810
08,005,087100,00810
08,005,005611,00811
08,005,005612,00811
08,005,005614,00811
08,005,005625,00811
08,005,005626,00811
08,005,005627,00811
08,005,005628,00811
08,005,005629,00811
08,005,005630,00811
08,005,005631,00811
08,005,005632,00811
08,005,005635,00811
08,005,005636,00811
08,005,006704,00811
08,005,006705,00811
08,005,006706,00811
08,005,006707,00811
08,005,006708,00811
08,005,006709,00811
08,005,006711,00811
08,005,006712,00811
08,005,006713,00811
08,005,006808,00811
08,005,006815,00811
08,005,006854,00811
08,005,006855,00811
08,005,006856,00811
08,005,006857,00811
08,005,006858,00811
08,005,004951,00815
08,005,004952,00815
08,005,015100,00815
08,005,086800,00815
08,005,086900,00815
08,005,087200,00815
08,005,087300,00815
08,005,005551,00820
08,005,005552,00820
08,005,005553,00820
08,005,005619,00820
08,005,005620,00820
08,005,005621,00820
08,005,005622,00820
08,005,005623,00820
08,005,005624,00820
08,005,005633,00820
08,005,005634,00820
08,005,005700,00820
08,005,005800,00820
08,005,005951,00820
08,005,005952,00820
08,005,006000,00820
08,005,006100,00820
08,005,006200,00820
08,005,006300,00820
08,005,006400,00820
08,005,006501,00820
08,005,006502,00820
08,005,006601,00820
08,005,006603,00820
08,005,006604,00820
08,005,007101,00824
08,005,007103,00824
08,005,007104,00824
08,005,007105,00824
08,005,007106,00824
08,005,007107,00824
08,005,082900,00824
08,005,083000,00824
08,005,083100,00824
08,005,083200,00824
08,005,086600,00824
08,005,086700,00824
08,007,940400,00900
08,007,974200,00900
08,007,974300,00900
08,007,974400,00900
08,009,964600,00800
08,009,964700,00800
08,011,966700,00100
08,013,012510,00801
08,013,013601,00801
08,013,013602,00801
08,013,013701,00801
08,013,013702,00801
08,013,012709,00802
08,013,012800,00802
08,013,013201,00802
08,013,013202,00802
08,013,013205,00802
08,013,013207,00802
08,013,013208,00802
08,013,013210,00802
08,013,013211,00802
08,013,013212,00802
08,013,013213,00802
08,013,013302,00802
08,013,013305,00802
08,013,013306,00802
08,013,013307,00802
08,013,013308,00802
08,013,013401,00802
08,013,013402,00802
08,013,013503,00802
08,013,013505,00802
08,013,013506,00802
08,013,013507,00802
08,013,013508,00802
08,013,012101,00803
08,013,012102,00803
08,013,012103,00803
08,013,012104,00803
08,013,012105,00803
08,013,012201,00803
08,013,012202,00803
08,013,012203,00803
08,013,012204,00803
08,013,012300,00803
08,013,012401,00803
08,013,012501,00803
08,013,012505,00803
08,013,012507,00803
08,013,012508,00803
08,013,012509,00803
08,013,012511,00803
08,013,012603,00803
08,013,012605,00803
08,013,012607,00803
08,013,012608,00803
08,013,012701,00803
08,013,012705,00803
08,013,012707,00803
08,013,012708,00803
08,013,012710,00803
08,013,013003,00803
08,013,012903,00804
08,013,012904,00804
08,013,012905,00804
08,013,012907,00804
08,013,013004,00804
08,013,013005,00804
08,013,013006,00804
08,013,060600,00804
08,013,060700,00804
08,013,060800,00804
08,013,060900,00804
08,013,061300,00804
08,013,061400,00804
08,014,030000,00804
08,014,030100,00804
08,014,030300,00804
08,014,030400,00804
08,014,030500,00804
08,014,030600,00804
08,014,030800,00804
08,014,030900,00804
08,014,031000,00804
08,014,031100,00804
08,014,031200,00804
08,014,031300,00804
08,014,031400,00804
08,014,980100,00804
08,014,980200,00804
08,014,980300,00804
08,014,030200,00805
08,014,030700,00805
08,015,000100,00600
08,015,000200,00600
08,015,000300,00600
08,015,000401,00600
08,015,000402,00600
08,017,960600,00100
08,019,014700,00801
08,019,014800,00801
08,019,014900,00801
08,021,974800,00800
08,021,974900,00800
08,023,972600,00800
08,023,972700,00800
08,025,969600,00100
08,027,970100,00600
08,029,964600,01002
08,029,964700,01002
08,029,964800,01002
08,029,964900,01002
08,029,965000,01002
08,029,965100,01002
08,029,965200,01002
08,031,001600,00812
08,031,002300,00812
08,031,002402,00812
08,031,002403,00812
08,031,002602,00812
08,031,003101,00812
08,031,003102,00812
08,031,003500,00812
08,031,003601,00812
08,031,003602,00812
08,031,003603,00812
08,031,003701,00812
08,031,004101,00812
08,031,004102,00812
08,031,004103,00812
08,031,004104,00812
08,031,004106,00812
08,031,004107,00812
08,031,004201,00812
08,031,004202,00812
08,031,004403,00812
08,031,008304,00812
08,031,008305,00812
08,031,008306,00812
08,031,008312,00812
08,031,008386,00812
08,031,008387,00812
08,031,008388,00812
08,031,008389,00812
08,031,008390,00812
08,031,008391,00812
08,031,980000,00812
08,031,980100,00812
08,031,000102,00813
08,031,000201,00813
08,031,000202,00813
08,031,000301,00813
08,031,000302,00813
08,031,000303,00813
08,031,000401,00813
08,031,000402,00813
08,031,000501,00813
08,031,000502,00813
08,031,000600,00813
08,031,000701,00813
08,031,000702,00813
08,031,000800,00813
08,031,000904,00813
08,031,000905,00813
08,031,001101,00813
08,031,001102,00813
08,031,001500,00813
08,031,001701,00813
08,031,001702,00813
08,031,001800,00813
08,031,001901,00813
08,031,001902,00813
08,031,002000,00813
08,031,002601,00813
08,031,002701,00813
08,031,015400,00813
08,031,002100,00814
08,031,002702,00814
08,031,002703,00814
08,031,002801,00814
08,031,002802,00814
08,031,002803,00814
08,031,002901,00814
08,031,002902,00814
08,031,003001,00814
08,031,003002,00814
08,031,003003,00814
08,031,003004,00814
08,031,003201,00814
08,031,003202,00814
08,031,003203,00814
08,031,003300,00814
08,031,003401,00814
08,031,003402,00814
08,031,003702,00814
08,031,003703,00814
08,031,003800,00814
08,031,003901,00814
08,031,003902,00814
08,031,004002,00814
08,031,004005,00814
08,031,004006,00814
08,031,004003,00815
08,031,004004,00815
08,031,004301,00815
08,031,004302,00815
08,031,004303,00815
08,031,004304,00815
08,031,004306,00815
08,031,004404,00815
08,031,004405,00815
08,031,005001,00815
08,031,005002,00815
08,031,005102,00815
08,031,005104,00815
08,031,005200,00815
08,031,005300,00815
08,031,006701,00815
08,031,006804,00815
08,031,006809,00815
08,031,006810,00815
08,031,006811,00815
08,031,006812,00815
08,031,006813,00815
08,031,006814,00815
08,031,006901,00815
08,031,007006,00815
08,031,007013,00815
08,031,007037,00815
08,031,007088,00815
08,031,007089,00815
08,031,015300,00815
08,031,015500,00815
08,031,000902,00816
08,031,000903,00816
08,031,001000,00816
08,031,001301,00816
08,031,001302,00816
08,031,001401,00816
08,031,001402,00816
08,031,001403,00816
08,031,004503,00816
08,031,004504,00816
08,031,004505,00816
08,031,004506,00816
08,031,004601,00816
08,031,004602,00816
08,031,004603,00816
08,031,004700,00816
08,031,004801,00816
08,031,005502,00816
08,031,005503,00816
08,031,011902,00816
08,031,011903,00816
08,031,012001,00816
08,031,012010,00816
08,031,012014,00816
08,031,015600,00816
08,031,015700,00816
08,033,000100,00900
08,035,014107,00821
08,035,014108,00821
08,035,014109,00821
08,035,014110,00821
08,035,014112,00821
08,035,014113,00821
08,035,014114,00821
08,035,014115,00821
08,035,014116,00821
08,035,014126,00821
08,035,014128,00821
08,035,014129,00821
08,035,014130,00821
08,035,014131,00821
08,035,014132,00821
08,035,014133,00821
08,035,014136,00821
08,035,014138,00821
08,035,014139,00821
08,035,014203,00821
08,035,014204,00821
08,035,014122,00822
08,035,014123,00822
08,035,014124,00822
08,035,014125,00822
08,035,014127,00822
08,035,014134,00822
08,035,014135,00822
08,035,014137,00822
08,035,014140,00822
08,035,014202,00822
08,035,014300,00822
08,035,014403,00822
08,035,014404,00822
08,035,014405,00822
08,035,014406,00822
08,035,014503,00822
08,035,014504,00822
08,035,014505,00822
08,035,014506,00822
08,035,014602,00822
08,035,014603,00822
08,035,014604,00822
08,035,013901,00823
08,035,013904,00823
08,035,013905,00823
08,035,013907,00823
08,035,013908,00823
08,035,013909,00823
08,035,013910,00823
08,035,013911,00823
08,035,014001,00823
08,035,014005,00823
08,035,014006,00823
08,035,014007,00823
08,035,014008,00823
08,035,014009,00823
08,035,014010,00823
08,035,014011,00823
08,035,014012,00823
08,035,014013,00823
08,037,000100,00400
08,037,000200,00400
08,037,000301,00400
08,037,000302,00400
08,037,000401,00400
08,037,000402,00400
08,037,000403,00400
08,037,000501,00400
08,037,000502,00400
08,037,000503,00400
08,037,000600,00400
08,037,000701,00400
08,037,000702,00400
08,037,000703,00400
08,039,961100,00100
08,039,961205,00100
08,039,961204,00823
08,039,961206,00823
08,039,961207,00823
08,039,961208,00823
08,039,961209,00823
08,041,003306,04101
08,041,003400,04101
08,041,003701,04101
08,041,003801,04101
08,041,003802,04101
08,041,003909,04101
08,041,004401,04101
08,041,004402,04101
08,041,004403,04101
08,041,004503,04101
08,041,004510,04101
08,041,004511,04101
08,041,004601,04101
08,041,004602,04101
08,041,004603,04101
08,041,005104,04101
08,041,001104,04102
08,041,001301,04102
08,041,001302,04102
08,041,001400,04102
08,041,001500,04102
08,041,002400,04102
08,041,002501,04102
08,041,002502,04102
08,041,002900,04102
08,041,003000,04102
08,041,003100,04102
08,041,003303,04102
08,041,003305,04102
08,041,003307,04102
08,041,003308,04102
08,041,003702,04102
08,041,003705,04102
08,041,003706,04102
08,041,003707,04102
08,041,003708,04102
08,041,003709,04102
08,041,006600,04102
08,041,006700,04102
08,041,007900,04102
08,041,008000,04102
08,041,000101,04103
08,041,000102,04103
08,041,000202,04103
08,041,000203,04103
08,041,000301,04103
08,041,000302,04103
08,041,000400,04103
08,041,000500,04103
08,041,000600,04103
08,041,000700,04103
08,041,000800,04103
08,041,000900,04103
08,041,001000,04103
08,041,001101,04103
08,041,001600,04103
08,041,001700,04103
08,041,001800,04103
08,041,001900,04103
08,041,002000,04103
08,041,002200,04103
08,041,002300,04103
08,041,002700,04103
08,041,005602,04103
08,041,005700,04103
08,041,005800,04103
08,041,005900,04103
08,041,006000,04103
08,041,007700,04103
08,041,007800,04103
08,041,004701,04104
08,041,004702,04104
08,041,004703,04104
08,041,004705,04104
08,041,004706,04104
08,041,004800,04104
08,041,004901,04104
08,041,004902,04104
08,041,005000,04104
08,041,005105,04104
08,041,005106,04104
08,041,005107,04104
08,041,005108,04104
08,041,005109,04104
08,041,005110,04104
08,041,005111,04104
08,041,005501,04104
08,041,005502,04104
08,041,005601,04104
08,041,002101,04105
08,041,002102,04105
08,041,002800,04105
08,041,004008,04105
08,041,004009,04105
08,041,004100,04105
08,041,004200,04105
08,041,004300,04105
08,041,004501,04105
08,041,004502,04105
08,041,004506,04105
08,041,004507,04105
08,041,004508,04105
08,041,005201,04105
08,041,005202,04105
08,041,005300,04105
08,041,005400,04105
08,041,006100,04105
08,041,006200,04105
08,041,006301,04105
08,041,006302,04105
08,041,006400,04105
08,041,006501,04105
08,041,006502,04105
08,041,003902,04106
08,041,003905,04106
08,041,003906,04106
08,041,006801,04106
08,041,006802,04106
08,041,006901,04106
08,041,006902,04106
08,041,007000,04106
08,041,007101,04106
08,041,007102,04106
08,041,007201,04106
08,041,007202,04106
08,041,007300,04106
08,041,007400,04106
08,041,007500,04106
08,041,007601,04106
08,041,007602,04106
08,043,978100,00600
08,043,978200,00600
08,043,978300,00600
08,043,978400,00600
08,043,978500,00600
08,043,978600,00600
08,043,978800,00600
08,043,979000,00600
08,043,979100,00600
08,043,979200,00600
08,043,979400,00600
08,043,980100,00600
08,043,980200,00600
08,043,980300,00600
08,045,951600,00200
08,045,951701,00200
08,045,951702,00200
08,045,951802,00200
08,045,951803,00200
08,045,951804,00200
08,045,951901,00200
08,045,951902,00200
08,045,952001,00200
08,045,952002,00200
08,045,952100,00200
08,047,013800,00801
08,049,000100,00400
08,049,000201,00400
08,049,000202,00400
08,051,963600,00900
08,051,963700,00900
08,051,963800,00900
08,051,963900,00900
08,053,973100,00900
08,055,960600,00600
08,055,960900,00600
08,057,955600,00400
08,059,009808,00801
08,059,009843,00801
08,059,009845,00801
08,059,009846,00801
08,059,009847,00801
08,059,009848,00801
08,059,009850,00801
08,059,012026,00801
08,059,012027,00801
08,059,012030,00801
08,059,012031,00801
08,059,012032,00801
08,059,012033,00801
08,059,012034,00801
08,059,012035,00801
08,059,012037,00801
08,059,012058,00801
08,059,009815,00804
08,059,009823,00804
08,059,009824,00804
08,059,009828,00804
08,059,009829,00804
08,059,009830,00804
08,059,009834,00804
08,059,060500,00804
08,059,009827,00805
08,059,009831,00805
08,059,060300,00805
08,059,060400,00805
08,059,009832,00817
08,059,009833,00817
08,059,009835,00817
08,059,009836,00817
08,059,009837,00817
08,059,009838,00817
08,059,009839,00817
08,059,009840,00817
08,059,009841,00817
08,059,009842,00817
08,059,009851,00817
08,059,009852,00817
08,059,010205,00817
08,059,010206,00817
08,059,010208,00817
08,059,010209,00817
08,059,010210,00817
08,059,010211,00817
08,059,010212,00817
08,059,010213,00817
08,059,010303,00817
08,059,010304,00817
08,059,010305,00817
08,059,010306,00817
08,059,010307,00817
08,059,010308,00817
08,059,010402,00817
08,059,010405,00817
08,059,010406,00817
08,059,009806,00818
08,059,009807,00818
08,059,009849,00818
08,059,009900,00818
08,059,010000,00818
08,059,010100,00818
08,059,010403,00818
08,059,010502,00818
08,059,010503,00818
08,059,010504,00818
08,059,010603,00818
08,059,010604,00818
08,059,010701,00818
08,059,010702,00818
08,059,010801,00818
08,059,010901,00818
08,059,010902,00818
08,059,011000,00818
08,059,011100,00818
08,059,011202,00818
08,059,011300,00818
08,059,011401,00818
08,059,011402,00818
08,059,011550,00818
08,059,011601,00818
08,059,011602,00818
08,059,011721,00818
08,059,011732,00818
08,059,011733,00818
08,059,015800,00818
08,059,980000,00818
08,059,011701,00819
08,059,011702,00819
08,059,011708,00819
08,059,011709,00819
08,059,011710,00819
08,059,011711,00819
08,059,011712,00819
08,059,011720,00819
08,059,011723,00819
08,059,011724,00819
08,059,011725,00819
08,059,011726,00819
08,059,011727,00819
08,059,011728,00819
08,059,011729,00819
08,059,011730,00819
08,059,011731,00819
08,059,011803,00819
08,059,011804,00819
08,059,011805,00819
08,059,011806,00819
08,059,011904,00819
08,059,011951,00819
08,059,012038,00819
08,059,012039,00819
08,059,012041,00819
08,059,012042,00819
08,059,012043,00819
08,059,012044,00819
08,059,012045,00819
08,059,012046,00819
08,059,012047,00819
08,059,012054,00819
08,059,015900,00819
08,059,980400,00819
08,059,012048,00820
08,059,012049,00820
08,059,012050,00820
08,059,012051,00820
08,059,012052,00820
08,059,012053,00820
08,059,012055,00820
08,059,012022,00821
08,059,012023,00821
08,059,012024,00821
08,059,012036,00821
08,059,012057,00821
08,059,012059,00821
08,059,012060,00821
08,061,960100,00100
08,063,962100,00100
08,063,962200,00100
08,063,962300,00100
08,065,961700,00600
08,065,961900,00600
08,067,940300,00900
08,067,940400,00900
08,067,970600,00900
08,067,970701,00900
08,067,970703,00900
08,067,970704,00900
08,067,970800,00900
08,067,970900,00900
08,067,971000,00900
08,067,971100,00900
08,069,001704,00102
08,069,001706,00102
08,069,001707,00102
08,069,001709,00102
08,069,001804,00102
08,069,001806,00102
08,069,001807,00102
08,069,001808,00102
08,069,001809,00102
08,069,001901,00102
08,069,001902,00102
08,069,001903,00102
08,069,002005,00102
08,069,002007,00102
08,069,002008,00102
08,069,002010,00102
08,069,002011,00102
08,069,002600,00102
08,069,002700,00102
08,069,002801,00102
08,069,002802,00102
08,069,002803,00102
08,069,000100,00103
08,069,000201,00103
08,069,000202,00103
08,069,000300,00103
08,069,000401,00103
08,069,000402,00103
08,069,000503,00103
08,069,000504,00103
08,069,000505,00103
08,069,000506,00103
08,069,000600,00103
08,069,000700,00103
08,069,000801,00103
08,069,000802,00103
08,069,000901,00103
08,069,000902,00103
08,069,001003,00103
08,069,001004,00103
08,069,001007,00103
08,069,001008,00103
08,069,001009,00103
08,069,001010,00103
08,069,001104,00103
08,069,001106,00103
08,069,001107,00103
08,069,001109,00103
08,069,001110,00103
08,069,001111,00103
08,069,001112,00103
08,069,001113,00103
08,069,001114,00103
08,069,001301,00103
08,069,001304,00103
08,069,001305,00103
08,069,001306,00103
08,069,001307,00103
08,069,001308,00103
08,069,001601,00103
08,069,001602,00103
08,069,001603,00103
08,069,001605,00103
08,069,001606,00103
08,069,001607,00103
08,069,001608,00103
08,069,001708,00103
08,069,002300,00103
08,069,002401,00103
08,069,002402,00103
08,069,002501,00103
08,069,002502,00103
08,069,002503,00103
08,071,000100,00800
08,071,000200,00800
08,071,000300,00800
08,071,000400,00800
08,071,000500,00800
08,071,000800,00800
08,073,961700,00100
08,073,961800,00100
08,075,965900,00100
08,075,966000,00100
08,075,966100,00100
08,075,966200,00100
08,075,966300,00100
08,075,966400,00100
08,077,000200,01001
08,077,000300,01001
08,077,000400,01001
08,077,000500,01001
08,077,000601,01001
08,077,000602,01001
08,077,000700,01001
08,077,000800,01001
08,077,000900,01001
08,077,001001,01001
08,077,001002,01001
08,077,001101,01001
08,077,001102,01001
08,077,001301,01001
08,077,001302,01001
08,077,001402,01001
08,077,001403,01001
08,077,001404,01001
08,077,001501,01001
08,077,001600,01001
08,077,001702,01001
08,077,001703,01001
08,077,001705,01001
08,077,001706,01001
08,077,001707,01001
08,077,001200,01002
08,077,001502,01002
08,077,001800,01002
08,077,001900,01002
08,079,973600,00800
08,081,000300,00200
08,081,000400,00200
08,081,000500,00200
08,081,000600,00200
08,083,941100,00900
08,083,969000,00900
08,083,969100,00900
08,083,969200,00900
08,083,969300,00900
08,083,969400,00900
08,083,969600,00900
08,085,966100,01002
08,085,966201,01002
08,085,966202,01002
08,085,966300,01002
08,085,966400,01002
08,085,966501,01002
08,085,966502,01002
08,085,966503,01002
08,085,966601,01002
08,085,966602,01002
08,087,000100,00100
08,087,000200,00100
08,087,000300,00100
08,087,000400,00100
08,087,000500,00100
08,087,000600,00100
08,087,000700,00100
08,087,000800,00100
08,089,968000,00800
08,089,968100,00800
08,089,968200,00800
08,089,968300,00800
08,089,968400,00800
08,089,968500,00800
08,089,968600,00800
08,091,967600,01002
08,093,000100,00600
08,093,000200,00600
08,093,000300,00600
08,093,000400,00600
08,093,000500,00600
08,095,967600,00100
08,095,967700,00100
08,097,000100,00400
08,097,000401,00400
08,097,000402,00400
08,097,000500,00400
08,099,000100,00800
08,099,000200,00800
08,099,000300,00800
08,099,000600,00800
08,099,000700,00800
08,101,002804,00600
08,101,000100,00700
08,101,000200,00700
08,101,000300,00700
08,101,000400,00700
08,101,000500,00700
08,101,000600,00700
08,101,000800,00700
08,101,000902,00700
08,101,000903,00700
08,101,000904,00700
08,101,000905,00700
08,101,001000,00700
08,101,001100,00700
08,101,001200,00700
08,101,001400,00700
08,101,001500,00700
08,101,001600,00700
08,101,001700,00700
08,101,001800,00700
08,101,001900,00700
08,101,002000,00700
08,101,002100,00700
08,101,002200,00700
08,101,002300,00700
08,101,002400,00700
08,101,002500,00700
08,101,002600,00700
08,101,002700,00700
08,101,002801,00700
08,101,002802,00700
08,101,002806,00700
08,101,002807,00700
08,101,002808,00700
08,101,002901,00700
08,101,002903,00700
08,101,002906,00700
08,101,002911,00700
08,101,002912,00700
08,101,002913,00700
08,101,002914,00700
08,101,002915,00700
08,101,002916,00700
08,101,002917,00700
08,101,002918,00700
08,101,003001,00700
08,101,003004,00700
08,101,003103,00700
08,101,003104,00700
08,101,003105,00700
08,101,003106,00700
08,101,003500,00700
08,101,003600,00700
08,101,980100,00700
08,101,003200,00800
08,103,951100,00200
08,103,951200,00200
08,105,976700,00800
08,105,976800,00800
08,105,977000,00800
08,107,000100,00200
08,107,000200,00200
08,107,000300,00200
08,107,000400,00200
08,107,000500,00200
08,107,000600,00200
08,107,000700,00200
08,107,000800,00200
08,109,977600,00800
08,109,977700,00800
08,111,972600,00900
08,113,968101,01002
08,113,968102,01002
08,113,968103,01002
08,113,968200,01002
08,115,968300,00100
08,117,000100,00400
08,117,000200,00400
08,117,000300,00400
08,117,000401,00400
08,117,000402,00400
08,119,010103,04101
08,119,010104,04101
08,119,010105,04101
08,119,010106,04101
08,119,010201,04101
08,119,010202,04101
08,121,924100,00100
08,121,924200,00100
08,123,002501,00100
08,123,000100,00300
08,123,000200,00300
08,123,000300,00300
08,123,000401,00300
08,123,000402,00300
08,123,000501,00300
08,123,000502,00300
08,123,000600,00300
08,123,000701,00300
08,123,000703,00300
08,123,000704,00300
08,123,000705,00300
08,123,000800,00300
08,123,000900,00300
08,123,001003,00300
08,123,001004,00300
08,123,001005,00300
08,123,001006,00300
08,123,001100,00300
08,123,001201,00300
08,123,001202,00300
08,123,001300,00300
08,123,001404,00300
08,123,001405,00300
08,123,001406,00300
08,123,001407,00300
08,123,001408,00300
08,123,001409,00300
08,123,001410,00300
08,123,001411,00300
08,123,001412,00300
08,123,001413,00300
08,123,001414,00300
08,123,001415,00300
08,123,001416,00300
08,123,001417,00300
08,123,001500,00300
08,123,001600,00300
08,123,001700,00300
08,123,002101,00300
08,123,002102,00300
08,123,002203,00300
08,123,002204,00300
08,123,002205,00300
08,123,002206,00300
08,123,002207,00300
08,123,002208,00300
08,123,002209,00300
08,123,002210,00300
08,123,002300,00300
08,123,002004,00802
08,123,002005,00802
08,123,002006,00802
08,123,002007,00802
08,123,002008,00802
08,123,002009,00802
08,123,002010,00802
08,123,002011,00802
08,123,002012,00802
08,123,002013,00802
08,123,002014,00802
08,123,002015,00802
08,123,002016,00802
08,123,002017,00802
08,123,002018,00802
08,123,002019,00802
08,123,002020,00802
08,123,002021,00802
08,123,002103,00802
08,123,001800,00824
08,123,001902,00824
08,123,001905,00824
08,123,001906,00824
08,123,001907,00824
08,123,001908,00824
08,123,002502,00824
08,125,963100,00100
08,125,963200,00100
09,001,200100,00100
09,001,200200,00100
09,001,200301,00100
09,001,200302,00100
09,001,205100,00100
09,001,205200,00100
09,001,205300,00100
09,001,210100,00100
09,001,210200,00100
09,001,210300,00100
09,001,210400,00100
09,001,210500,00100
09,001,210600,00100
09,001,210701,00100
09,001,210702,00100
09,001,210800,00100
09,001,210900,00100
09,001,211000,00100
09,001,211100,00100
09,001,211200,00100
09,001,211300,00100
09,001,211400,00100
09,001,220100,00100
09,001,220200,00100
09,001,220300,00100
09,001,240100,00100
09,001,240200,00100
09,001,245100,00100
09,001,245200,00100
09,001,245300,00100
09,001,245400,00100
09,001,245500,00100
09,001,245600,00100
09,001,257100,00100
09,001,035100,00101
09,001,035200,00101
09,001,035300,00101
09,001,035400,00101
09,001,045101,00101
09,001,045102,00101
09,001,045200,00101
09,001,045300,00101
09,001,045400,00101
09,001,055100,00101
09,001,055200,00101
09,001,060100,00101
09,001,060200,00101
09,001,060300,00101
09,001,060400,00101
09,001,060500,00101
09,001,060600,00101
09,001,060700,00101
09,001,060800,00101
09,001,060900,00101
09,001,061000,00101
09,001,061100,00101
09,001,061200,00101
09,001,061300,00101
09,001,061400,00101
09,001,061500,00101
09,001,061600,00101
09,001,105100,00101
09,001,105200,00101
09,001,010101,00102
09,001,010102,00102
09,001,010201,00102
09,001,010202,00102
09,001,010300,00102
09,001,010400,00102
09,001,010500,00102
09,001,010600,00102
09,001,010700,00102
09,001,010800,00102
09,001,010900,00102
09,001,011000,00102
09,001,011100,00102
09,001,011200,00102
09,001,011300,00102
09,001,020100,00102
09,001,020200,00102
09,001,020300,00102
09,001,020400,00102
09,001,020500,00102
09,001,020600,00102
09,001,020700,00102
09,001,020800,00102
09,001,020900,00102
09,001,021000,00102
09,001,021100,00102
09,001,021200,00102
09,001,021300,00102
09,001,021400,00102
09,001,021500,00102
09,001,021600,00102
09,001,021700,00102
09,001,021801,00102
09,001,021802,00102
09,001,021900,00102
09,001,022000,00102
09,001,022100,00102
09,001,022200,00102
09,001,022300,00102
09,001,022400,00102
09,001,030100,00103
09,001,030200,00103
09,001,030300,00103
09,001,030400,00103
09,001,030500,00103
09,001,042500,00103
09,001,042600,00103
09,001,042700,00103
09,001,042800,00103
09,001,042900,00103
09,001,043000,00103
09,001,043100,00103
09,001,043200,00103
09,001,043300,00103
09,001,043400,00103
09,001,043500,00103
09,001,043600,00103
09,001,043700,00103
09,001,043800,00103
09,001,043900,00103
09,001,044000,00103
09,001,044100,00103
09,001,044200,00103
09,001,044300,00103
09,001,044400,00103
09,001,044500,00103
09,001,044600,00103
09,001,050100,00103
09,001,050200,00103
09,001,050300,00103
09,001,050400,00103
09,001,050500,00103
09,001,050600,00103
09,001,990000,00103
09,001,070100,00104
09,001,070200,00104
09,001,070300,00104
09,001,070400,00104
09,001,070500,00104
09,001,070600,00104
09,001,070900,00104
09,001,071000,00104
09,001,071100,00104
09,001,071200,00104
09,001,071300,00104
09,001,071400,00104
09,001,071600,00104
09,001,071900,00104
09,001,072000,00104
09,001,072100,00104
09,001,072200,00104
09,001,072300,00104
09,001,072400,00104
09,001,072500,00104
09,001,072600,00104
09,001,072700,00104
09,001,072800,00104
09,001,072900,00104
09,001,073000,00104
09,001,073100,00104
09,001,073200,00104
09,001,073300,00104
09,001,073400,00104
09,001,073500,00104
09,001,073600,00104
09,001,073700,00104
09,001,073800,00104
09,001,073900,00104
09,001,074000,00104
09,001,074300,00104
09,001,074400,00104
09,001,257200,00104
09,001,080100,00105
09,001,080200,00105
09,001,080400,00105
09,001,080500,00105
09,001,080600,00105
09,001,080700,00105
09,001,080800,00105
09,001,080900,00105
09,001,081000,00105
09,001,081100,00105
09,001,081200,00105
09,001,081300,00105
09,001,090100,00105
09,001,090200,00105
09,001,090300,00105
09,001,090400,00105
09,001,090500,00105
09,001,090600,00105
09,001,090700,00105
09,001,100100,00105
09,001,100200,00105
09,001,100300,00105
09,001,110100,00105
09,001,110201,00105
09,001,110202,00105
09,001,110301,00105
09,001,110302,00105
09,001,110400,00105
09,001,110500,00105
09,001,110600,00105
09,001,230100,00105
09,001,230200,00105
09,001,230300,00105
09,001,230400,00105
09,001,230501,00105
09,001,230502,00105
09,003,330100,00300
09,003,468101,00300
09,003,468102,00300
09,003,470100,00300
09,003,473100,00300
09,003,473400,00300
09,003,473501,00300
09,003,473502,00300
09,003,473601,00300
09,003,473602,00300
09,003,473700,00300
09,003,473800,00300
09,003,476100,00300
09,003,476200,00300
09,003,476300,00300
09,003,477101,00300
09,003,477102,00300
09,003,477200,00300
09,003,480300,00300
09,003,480400,00300
09,003,480500,00300
09,003,480600,00300
09,003,480700,00300
09,003,480800,00300
09,003,480900,00300
09,003,481000,00300
09,003,481100,00300
09,003,481200,00300
09,003,481300,00300
09,003,484100,00300
09,003,484200,00300
09,003,487100,00300
09,003,487201,00300
09,003,487202,00300
09,003,487300,00300
09,003,487400,00300
09,003,487500,00300
09,003,524300,00300
09,003,980000,00300
09,003,510100,00301
09,003,510200,00301
09,003,510300,00301
09,003,510400,00301
09,003,510500,00301
09,003,510600,00301
09,003,510700,00301
09,003,510800,00301
09,003,510900,00301
09,003,511000,00301
09,003,511100,00301
09,003,511200,00301
09,003,511300,00301
09,003,511400,00301
09,003,514101,00301
09,003,514102,00301
09,003,514200,00301
09,003,514300,00301
09,003,514400,00301
09,003,514500,00301
09,003,514600,00301
09,003,514700,00301
09,003,514800,00301
09,003,514900,00301
09,003,515000,00301
09,003,515101,00301
09,003,515102,00301
09,003,515200,00301
09,003,500100,00302
09,003,500200,00302
09,003,500300,00302
09,003,500400,00302
09,003,500500,00302
09,003,500700,00302
09,003,500900,00302
09,003,501200,00302
09,003,501300,00302
09,003,501400,00302
09,003,501500,00302
09,003,501700,00302
09,003,501800,00302
09,003,502100,00302
09,003,502300,00302
09,003,502400,00302
09,003,502500,00302
09,003,502600,00302
09,003,502700,00302
09,003,502800,00302
